TABLE_NAME	ENGINE	TABLE_ROWS	DATA_LENGTH	INDEX_LENGTH	AUTO_INCREMENT	CREATE_TIME	UPDATE_TIME
approval_chain_step_actions	InnoDB	32	16384	32768	55	2026-06-20 01:01:57	NULL
approval_chain_steps	InnoDB	46	16384	114688	747	2026-06-20 12:20:10	2026-07-10 17:15:18
approval_chain_templates	InnoDB	4	16384	49152	11	2026-03-10 00:15:30	NULL
asset_conversion_rules	InnoDB	9	16384	49152	11	2026-04-05 22:46:55	NULL
asset_group_defs	InnoDB	9	16384	0	NULL	2026-01-14 22:13:46	2026-07-05 16:39:23
asset_transactions	InnoDB	3418	1589248	2080768	159253	2026-03-22 21:11:46	2026-07-06 00:30:03
attribute_options	InnoDB	0	16384	16384	1	2026-03-20 18:11:13	NULL
attributes	InnoDB	0	16384	16384	1	2026-03-20 18:11:13	NULL
authentication_sessions	InnoDB	151	49152	98304	22338	2026-06-01 12:20:06	2026-07-10 17:51:13
batch_operation_logs	InnoDB	2	16384	98304	190	2026-02-01 07:58:13	2026-07-05 19:36:20
bid_products	InnoDB	0	16384	114688	5	2026-06-09 22:58:34	NULL
bid_records	InnoDB	0	16384	49152	1	2026-02-14 22:06:46	NULL
categories	InnoDB	30	16384	81920	294	2026-06-23 23:44:37	2026-07-09 22:47:37
category_attributes	InnoDB	0	16384	32768	1	2026-03-20 18:11:13	NULL
chat_messages	InnoDB	10	16384	98304	22843	2026-06-25 12:20:09	2026-07-06 00:47:15
consignment_orders	InnoDB	0	16384	49152	1	2026-07-05 16:46:48	NULL
consumption_records	InnoDB	15	16384	262144	3179	2026-07-10 17:27:28	NULL
content_review_records	InnoDB	25	16384	81920	6418	2026-02-01 07:58:13	2026-07-10 17:15:18
customer_service_agents	InnoDB	0	16384	49152	6	2026-02-20 03:58:00	NULL
customer_service_issues	InnoDB	0	16384	163840	168	2026-06-05 05:08:45	NULL
customer_service_notes	InnoDB	0	16384	65536	3	2026-02-22 08:34:20	NULL
customer_service_sessions	InnoDB	3	16384	147456	2220	2026-02-22 12:20:05	2026-07-05 19:36:14
customer_service_user_assignments	InnoDB	0	16384	65536	5	2026-02-20 03:58:00	NULL
decoration_season	InnoDB	0	16384	0	1	2026-06-07 17:16:56	NULL
decoration_sku	InnoDB	1	16384	49152	2	2026-06-07 17:16:56	NULL
diy_materials	InnoDB	21	16384	114688	85	2026-07-10 12:20:25	2026-07-10 17:46:33
diy_templates	InnoDB	4	16384	114688	86	2026-06-23 23:44:37	2026-07-10 17:46:33
diy_works	InnoDB	0	16384	98304	87	2026-06-23 23:44:37	2026-07-10 17:46:33
event_budget_collection_rules	InnoDB	0	16384	32768	81	2026-07-05 18:56:35	NULL
exchange_channel_prices	InnoDB	2	16384	32768	552	2026-03-22 02:59:34	2026-07-10 17:47:17
exchange_item_attribute_values	InnoDB	0	16384	32768	1	2026-03-22 02:59:34	NULL
exchange_item_skus	InnoDB	3	16384	65536	549	2026-07-06 12:20:20	2026-07-10 17:47:17
exchange_item_suppliers	InnoDB	0	16384	49152	9	2026-07-05 16:46:48	2026-07-10 17:47:03
exchange_items	InnoDB	3	16384	163840	728	2026-07-05 16:46:48	2026-07-10 17:49:36
exchange_order_events	InnoDB	28	16384	65536	1011	2026-03-22 22:07:09	2026-07-06 00:30:03
exchange_records	InnoDB	59	65536	229376	1400	2026-04-07 21:42:12	2026-07-10 17:49:36
exchange_redeem_requirement	InnoDB	0	16384	32768	1	2026-07-10 12:20:25	NULL
external_channel_mappings	InnoDB	0	16384	32768	4	2026-07-10 17:23:11	2026-07-10 08:19:33
feature_flags	InnoDB	9	16384	49152	3605	2026-02-01 07:58:13	NULL
feedbacks	InnoDB	33	16384	65536	427	2025-11-09 12:24:32	2026-07-10 17:51:13
item_holds	InnoDB	13	16384	49152	2642	2026-03-20 18:11:14	2026-07-05 19:34:40
item_ledger	InnoDB	282	98304	98304	32191	2026-02-22 11:21:06	2026-07-10 17:49:36
item_templates	InnoDB	34	16384	114688	269	2026-06-23 23:44:37	2026-07-10 17:49:36
items	InnoDB	105	32768	180224	45625	2026-07-05 16:46:48	2026-07-10 17:49:36
lottery_alerts	InnoDB	10	16384	81920	426	2026-02-20 16:42:35	2026-07-10 17:49:34
lottery_campaign_pricing_config	InnoDB	14	16384	114688	NULL	2026-02-01 07:58:14	NULL
lottery_campaign_prizes	InnoDB	12	16384	65536	13	2026-05-25 19:49:22	2026-07-10 16:00:00
lottery_campaign_quota_grants	InnoDB	0	16384	49152	1	2026-02-05 18:36:39	NULL
lottery_campaign_user_quota	InnoDB	0	16384	49152	1	2026-02-05 18:36:39	NULL
lottery_campaigns	InnoDB	1	16384	147456	50	2026-07-06 12:20:20	NULL
lottery_daily_metrics	InnoDB	0	16384	65536	74	2026-02-01 07:58:14	2026-07-06 17:00:00
lottery_draw_decisions	InnoDB	680	1589248	262144	9830	2026-02-05 18:36:39	2026-07-05 22:57:05
lottery_draw_quota_rules	InnoDB	15	16384	32768	18	2026-02-01 07:58:13	NULL
lottery_draws	InnoDB	730	393216	2244608	5820	2026-06-12 15:49:35	2026-07-05 22:57:05
lottery_hourly_metrics	InnoDB	10	16384	65536	240	2026-03-23 12:20:04	2026-07-05 23:00:00
lottery_presets	InnoDB	0	16384	114688	NULL	2026-05-25 20:25:49	NULL
lottery_simulation_records	InnoDB	15	49152	98304	649	2026-02-21 12:20:04	2026-07-10 17:49:34
lottery_strategy_config	InnoDB	37	16384	49152	165	2026-02-20 16:42:35	NULL
lottery_tier_matrix_config	InnoDB	3	16384	32768	31	2026-03-06 09:08:45	NULL
lottery_tier_rules	InnoDB	9	16384	32768	16	2026-02-05 18:36:39	NULL
lottery_user_daily_draw_quota	InnoDB	10	16384	49152	518	2026-02-01 08:18:09	2026-07-05 22:57:05
lottery_user_experience_state	InnoDB	5	16384	65536	98	2026-02-15 12:20:06	2026-07-05 22:57:49
lottery_user_global_state	InnoDB	5	16384	81920	8	2026-02-01 23:56:50	2026-07-05 22:57:05
material_asset_types	InnoDB	16	16384	98304	1380	2026-06-05 12:20:07	2026-07-05 16:39:23
media_attachments	InnoDB	25	16384	32768	40	2026-03-16 22:41:24	NULL
media_files	InnoDB	29	16384	81920	143	2026-03-16 22:41:24	2026-07-10 17:46:34
merchant_operation_logs	InnoDB	51	49152	180224	386	2026-02-01 07:59:17	2026-07-05 19:35:50
merchants	InnoDB	1	16384	49152	8	2026-02-23 17:47:04	NULL
preset_budget_debt	InnoDB	0	16384	65536	1	2026-02-05 18:38:02	NULL
preset_debt_limits	InnoDB	1	16384	32768	2	2026-02-05 18:36:39	NULL
preset_inventory_debt	InnoDB	0	16384	65536	1	2026-06-04 17:56:03	NULL
prize_definitions	InnoDB	12	16384	131072	13	2026-06-23 23:44:37	NULL
product_batches	InnoDB	0	16384	49152	1	2026-07-05 16:46:48	NULL
product_bundle_items	InnoDB	0	16384	49152	4	2026-07-05 16:46:48	2026-07-10 08:19:33
product_bundles	InnoDB	0	16384	16384	4	2026-07-05 16:46:48	2026-07-10 08:19:33
product_series	InnoDB	0	16384	16384	2	2026-07-05 16:46:48	2026-07-05 19:12:11
purchase_order_items	InnoDB	0	16384	65536	1	2026-07-05 16:46:48	NULL
purchase_orders	InnoDB	0	16384	16384	1	2026-07-05 16:46:48	NULL
rarity_defs	InnoDB	5	16384	0	NULL	2026-01-14 22:13:46	NULL
redemption_orders	InnoDB	13	16384	147456	2561	2026-06-21 12:20:07	2026-07-05 19:34:40
reminder_history	InnoDB	781	475136	81920	6077	2026-01-31 20:54:14	2026-07-10 17:50:00
reminder_rules	InnoDB	4	16384	114688	NULL	2026-07-10 17:11:41	2026-07-10 17:08:48
report_templates	InnoDB	2	16384	114688	NULL	2026-01-31 19:15:41	NULL
reward_multiplier_campaigns	InnoDB	0	16384	32768	238	2026-07-05 16:39:23	2026-07-06 00:43:04
reward_multiplier_targets	InnoDB	0	16384	32768	58	2026-07-05 16:39:23	NULL
risk_alerts	InnoDB	0	16384	114688	129	2026-02-01 07:58:14	NULL
roles	InnoDB	13	16384	65536	259	2026-01-02 18:25:27	NULL
segment_rule_configs	InnoDB	5	16384	16384	6	2026-02-22 09:23:48	NULL
sequelizemeta	InnoDB	99	16384	16384	NULL	2025-08-04 21:52:00	2026-07-10 17:27:28
shipping_tracks	InnoDB	0	16384	16384	1	2026-06-13 20:45:44	NULL
sku_attribute_values	InnoDB	0	16384	49152	1	2026-03-22 02:59:34	NULL
store_staff	InnoDB	4	16384	98304	13	2026-06-21 12:20:09	2026-07-05 19:36:07
stores	InnoDB	1	16384	147456	839	2026-02-23 17:47:04	NULL
suppliers	InnoDB	0	16384	16384	9	2026-07-05 16:46:48	2026-07-10 17:47:03
system_dictionaries	InnoDB	319	65536	65536	482	2026-02-01 07:58:13	2026-07-10 17:23:11
system_dictionary_history	InnoDB	0	16384	49152	1	2026-02-01 07:59:17	NULL
system_settings	InnoDB	69	114688	81920	132	2026-03-20 22:13:05	2026-07-10 17:49:36
trade_disputes	InnoDB	1	16384	81920	123	2026-06-05 00:22:35	NULL
user_ad_tags	InnoDB	130	16384	32768	656	2026-02-18 13:57:51	2026-07-09 19:00:01
user_addresses	InnoDB	2	16384	32768	51	2026-06-07 17:12:56	2026-07-10 17:49:36
user_behavior_tracks	InnoDB	0	16384	65536	NULL	2026-02-01 23:56:50	NULL
user_growth_levels	InnoDB	13	16384	32768	14	2026-07-10 12:20:24	NULL
user_hierarchy	InnoDB	0	16384	98304	27	2026-02-01 07:58:14	NULL
user_notifications	InnoDB	538	229376	49152	12650	2026-02-24 21:47:43	2026-07-05 22:57:05
user_owned_decorations	InnoDB	0	16384	32768	1	2026-06-07 17:16:56	NULL
user_premium_status	InnoDB	2	16384	49152	5	2026-02-01 07:58:14	2026-07-05 19:34:56
user_ratio_overrides	InnoDB	0	16384	65536	3	2026-03-02 18:50:44	NULL
user_risk_profiles	InnoDB	0	16384	81920	9	2026-02-15 22:00:43	NULL
user_roles	InnoDB	18	16384	65536	1010	2025-10-10 00:09:34	2026-07-05 19:36:07
users	InnoDB	14	16384	163840	12815	2026-06-08 12:20:06	2026-07-10 17:51:13
websocket_startup_logs	InnoDB	119	16384	65536	3973	2026-02-01 07:58:13	2026-07-10 17:48:04
