TABLE_NAME	ENGINE	TABLE_ROWS	DATA_LENGTH	INDEX_LENGTH	AUTO_INCREMENT	CREATE_TIME	UPDATE_TIME
roles	InnoDB	11	16384	65536	251	2026-01-02 18:25:27	2026-06-02 19:36:46
segment_rule_configs	InnoDB	5	16384	16384	6	2026-02-22 09:23:48	NULL
sequelizemeta	InnoDB	29	16384	16384	NULL	2025-08-04 21:52:00	2026-06-02 15:36:51
sku_attribute_values	InnoDB	0	16384	49152	1	2026-03-22 02:59:34	NULL
store_staff	InnoDB	5	16384	98304	9	2026-01-26 12:20:05	NULL
stores	InnoDB	5	16384	147456	817	2026-02-23 17:47:04	2026-06-02 19:33:21
system_dictionaries	InnoDB	314	65536	65536	454	2026-02-01 07:58:13	NULL
system_dictionary_history	InnoDB	0	16384	49152	1	2026-02-01 07:59:17	NULL
system_settings	InnoDB	77	65536	81920	89	2026-03-20 22:13:05	2026-06-02 17:02:15
trade_disputes	InnoDB	0	16384	81920	83	2026-06-01 23:05:19	2026-06-02 19:32:56
trade_orders	InnoDB	189	81920	147456	9727	2026-03-22 21:11:46	2026-06-02 19:55:00
user_ad_tags	InnoDB	0	16384	32768	6	2026-02-18 13:57:51	NULL
user_addresses	InnoDB	0	16384	32768	6	2026-04-07 19:27:39	NULL
user_behavior_tracks	InnoDB	0	16384	65536	NULL	2026-02-01 23:56:50	NULL
user_hierarchy	InnoDB	9	16384	98304	19	2026-02-01 07:58:14	NULL
user_notifications	InnoDB	8877	3686400	819200	11686	2026-02-24 21:47:43	2026-06-03 14:03:23
user_premium_status	InnoDB	1	16384	49152	2	2026-02-01 07:58:14	NULL
user_ratio_overrides	InnoDB	0	16384	65536	3	2026-03-02 18:50:44	NULL
user_risk_profiles	InnoDB	3	16384	81920	9	2026-02-15 22:00:43	2026-06-02 19:38:55
user_roles	InnoDB	128	16384	65536	951	2025-10-10 00:09:34	2026-06-02 19:43:32
users	InnoDB	137	49152	131072	12695	2026-04-23 12:20:05	2026-06-03 22:28:30
websocket_startup_logs	InnoDB	118	16384	65536	3258	2026-02-01 07:58:13	2026-06-03 19:10:00
