TABLE_NAME	CONSTRAINT_NAME	CONSTRAINT_TYPE	COLUMN_NAME	REFERENCED_TABLE_NAME	REFERENCED_COLUMN_NAME
lottery_hourly_metrics	PRIMARY	PRIMARY KEY	lottery_hourly_metric_id	NULL	NULL
lottery_hourly_metrics	uk_campaign_hour	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_hourly_metrics	uk_campaign_hour	UNIQUE	hour_bucket	NULL	NULL
lottery_presets	fk_lottery_presets_campaign_prize	FOREIGN KEY	lottery_campaign_prize_id	lottery_campaign_prizes	lottery_campaign_prize_id
lottery_presets	fk_lottery_presets_created_by	FOREIGN KEY	created_by	users	user_id
lottery_presets	fk_lottery_presets_user_id	FOREIGN KEY	user_id	users	user_id
lottery_presets	PRIMARY	PRIMARY KEY	lottery_preset_id	NULL	NULL
lottery_simulation_records	lottery_simulation_records_ibfk_1	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
lottery_simulation_records	lottery_simulation_records_ibfk_2	FOREIGN KEY	created_by	users	user_id
lottery_simulation_records	lottery_simulation_records_ibfk_3	FOREIGN KEY	applied_by	users	user_id
lottery_simulation_records	PRIMARY	PRIMARY KEY	lottery_simulation_record_id	NULL	NULL
lottery_strategy_config	fk_strategy_config_campaign	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
lottery_strategy_config	PRIMARY	PRIMARY KEY	lottery_strategy_config_id	NULL	NULL
lottery_strategy_config	uk_strategy_campaign_group_key_priority	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_strategy_config	uk_strategy_campaign_group_key_priority	UNIQUE	config_group	NULL	NULL
lottery_strategy_config	uk_strategy_campaign_group_key_priority	UNIQUE	config_key	NULL	NULL
lottery_strategy_config	uk_strategy_campaign_group_key_priority	UNIQUE	priority	NULL	NULL
lottery_tier_matrix_config	fk_matrix_config_campaign	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
lottery_tier_matrix_config	PRIMARY	PRIMARY KEY	lottery_tier_matrix_config_id	NULL	NULL
lottery_tier_matrix_config	uk_matrix_campaign_budget_pressure	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_tier_matrix_config	uk_matrix_campaign_budget_pressure	UNIQUE	budget_tier	NULL	NULL
lottery_tier_matrix_config	uk_matrix_campaign_budget_pressure	UNIQUE	pressure_tier	NULL	NULL
lottery_tier_rules	fk_tier_rules_campaign_id	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
lottery_tier_rules	PRIMARY	PRIMARY KEY	lottery_tier_rule_id	NULL	NULL
lottery_tier_rules	uk_campaign_segment_tier	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_tier_rules	uk_campaign_segment_tier	UNIQUE	segment_key	NULL	NULL
lottery_tier_rules	uk_campaign_segment_tier	UNIQUE	tier_name	NULL	NULL
lottery_user_daily_draw_quota	idx_user_campaign_date_unique	UNIQUE	user_id	NULL	NULL
lottery_user_daily_draw_quota	idx_user_campaign_date_unique	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_user_daily_draw_quota	idx_user_campaign_date_unique	UNIQUE	quota_date	NULL	NULL
lottery_user_daily_draw_quota	PRIMARY	PRIMARY KEY	lottery_user_daily_draw_quota_id	NULL	NULL
lottery_user_experience_state	fk_experience_state_campaign_id	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
lottery_user_experience_state	fk_experience_state_user_id	FOREIGN KEY	user_id	users	user_id
lottery_user_experience_state	PRIMARY	PRIMARY KEY	lottery_user_experience_state_id	NULL	NULL
lottery_user_experience_state	uk_user_campaign_experience	UNIQUE	user_id	NULL	NULL
lottery_user_experience_state	uk_user_campaign_experience	UNIQUE	lottery_campaign_id	NULL	NULL
lottery_user_global_state	fk_global_state_user_id	FOREIGN KEY	user_id	users	user_id
lottery_user_global_state	PRIMARY	PRIMARY KEY	lottery_user_global_state_id	NULL	NULL
lottery_user_global_state	user_id	UNIQUE	user_id	NULL	NULL
material_asset_types	asset_code	UNIQUE	asset_code	NULL	NULL
material_asset_types	fk_mat_group_code	FOREIGN KEY	group_code	asset_group_defs	group_code
material_asset_types	fk_material_asset_types_group_code	FOREIGN KEY	group_code	asset_group_defs	group_code
material_asset_types	material_asset_types_merchant_id_foreign_idx	FOREIGN KEY	merchant_id	merchants	merchant_id
material_asset_types	PRIMARY	PRIMARY KEY	material_asset_type_id	NULL	NULL
material_asset_types	uk_material_asset_types_asset_code	UNIQUE	asset_code	NULL	NULL
media_attachments	media_attachments_ibfk_1	FOREIGN KEY	media_id	media_files	media_id
media_attachments	PRIMARY	PRIMARY KEY	attachment_id	NULL	NULL
media_files	PRIMARY	PRIMARY KEY	media_id	NULL	NULL
media_files	uk_object_key	UNIQUE	object_key	NULL	NULL
merchants	merchants_ibfk_1	FOREIGN KEY	settlement_account_id	accounts	account_id
merchants	PRIMARY	PRIMARY KEY	merchant_id	NULL	NULL
operation_logs	operation_logs_ibfk_1	FOREIGN KEY	operator_id	users	user_id
operation_logs	operation_logs_ibfk_2	FOREIGN KEY	store_id	stores	store_id
operation_logs	PRIMARY	PRIMARY KEY	operation_log_id	NULL	NULL
operation_logs	uk_operation_logs_idempotency_key	UNIQUE	idempotency_key	NULL	NULL
preset_budget_debt	fk_budget_debt_preset	FOREIGN KEY	lottery_preset_id	lottery_presets	lottery_preset_id
preset_budget_debt	fk_budget_debt_user_id	FOREIGN KEY	user_id	users	user_id
preset_budget_debt	PRIMARY	PRIMARY KEY	preset_budget_debt_id	NULL	NULL
preset_debt_limits	PRIMARY	PRIMARY KEY	preset_debt_limit_id	NULL	NULL
preset_debt_limits	uk_debt_limits_level_ref	UNIQUE	limit_level	NULL	NULL
preset_debt_limits	uk_debt_limits_level_ref	UNIQUE	reference_id	NULL	NULL
preset_inventory_debt	fk_inv_debt_preset	FOREIGN KEY	lottery_preset_id	lottery_presets	lottery_preset_id
preset_inventory_debt	fk_inv_debt_user_id	FOREIGN KEY	user_id	users	user_id
preset_inventory_debt	PRIMARY	PRIMARY KEY	preset_inventory_debt_id	NULL	NULL
prize_definitions	fk_prize_definitions_media	FOREIGN KEY	primary_media_id	media_files	media_id
prize_definitions	fk_prize_definitions_merchant	FOREIGN KEY	merchant_id	merchants	merchant_id
prize_definitions	PRIMARY	PRIMARY KEY	prize_definition_id	NULL	NULL
prize_definitions	prize_code	UNIQUE	prize_code	NULL	NULL
product_batches	PRIMARY	PRIMARY KEY	batch_id	NULL	NULL
product_batches	product_batches_ibfk_1	FOREIGN KEY	exchange_item_id	exchange_items	exchange_item_id
product_batches	product_batches_ibfk_2	FOREIGN KEY	sku_id	exchange_item_skus	sku_id
product_batches	product_batches_ibfk_3	FOREIGN KEY	supplier_id	suppliers	supplier_id
product_batches	uk_product_batches_code	UNIQUE	batch_code	NULL	NULL
product_bundle_items	PRIMARY	PRIMARY KEY	id	NULL	NULL
product_bundle_items	product_bundle_items_ibfk_1	FOREIGN KEY	bundle_id	product_bundles	bundle_id
product_bundle_items	product_bundle_items_ibfk_2	FOREIGN KEY	child_item_id	exchange_items	exchange_item_id
product_bundle_items	product_bundle_items_ibfk_3	FOREIGN KEY	child_sku_id	exchange_item_skus	sku_id
product_bundles	PRIMARY	PRIMARY KEY	bundle_id	NULL	NULL
product_bundles	product_bundles_ibfk_1	FOREIGN KEY	exchange_item_id	exchange_items	exchange_item_id
product_bundles	uk_bundle_spu	UNIQUE	exchange_item_id	NULL	NULL
product_series	PRIMARY	PRIMARY KEY	series_id	NULL	NULL
product_series	uk_series_code	UNIQUE	series_code	NULL	NULL
purchase_order_items	PRIMARY	PRIMARY KEY	id	NULL	NULL
purchase_order_items	purchase_order_items_ibfk_1	FOREIGN KEY	purchase_order_id	purchase_orders	purchase_order_id
purchase_order_items	purchase_order_items_ibfk_2	FOREIGN KEY	exchange_item_id	exchange_items	exchange_item_id
purchase_order_items	purchase_order_items_ibfk_3	FOREIGN KEY	sku_id	exchange_item_skus	sku_id
purchase_order_items	purchase_order_items_ibfk_4	FOREIGN KEY	batch_id	product_batches	batch_id
purchase_orders	PRIMARY	PRIMARY KEY	purchase_order_id	NULL	NULL
purchase_orders	purchase_orders_ibfk_1	FOREIGN KEY	supplier_id	suppliers	supplier_id
purchase_orders	uk_po_order_no	UNIQUE	order_no	NULL	NULL
rarity_defs	PRIMARY	PRIMARY KEY	rarity_code	NULL	NULL
redemption_orders	code_hash	UNIQUE	code_hash	NULL	NULL
redemption_orders	fk_redemption_orders_item_id	FOREIGN KEY	item_id	items	item_id
redemption_orders	PRIMARY	PRIMARY KEY	redemption_order_id	NULL	NULL
redemption_orders	redemption_orders_fulfilled_by_staff_id_foreign_idx	FOREIGN KEY	fulfilled_by_staff_id	store_staff	store_staff_id
redemption_orders	redemption_orders_fulfilled_store_id_foreign_idx	FOREIGN KEY	fulfilled_store_id	stores	store_id
redemption_orders	redemption_orders_ibfk_2	FOREIGN KEY	redeemer_user_id	users	user_id
redemption_orders	redemption_seq	UNIQUE	redemption_seq	NULL	NULL
redemption_orders	uk_redemption_orders_order_no	UNIQUE	order_no	NULL	NULL
reminder_history	fk_reminder_history_rule	FOREIGN KEY	reminder_rule_id	reminder_rules	reminder_rule_id
reminder_history	PRIMARY	PRIMARY KEY	reminder_history_id	NULL	NULL
reminder_history	reminder_history_ibfk_2	FOREIGN KEY	acknowledged_by	users	user_id
reminder_rules	idx_reminder_rules_code	UNIQUE	rule_code	NULL	NULL
reminder_rules	PRIMARY	PRIMARY KEY	reminder_rule_id	NULL	NULL
reminder_rules	reminder_rules_ibfk_1	FOREIGN KEY	created_by	users	user_id
reminder_rules	reminder_rules_ibfk_2	FOREIGN KEY	updated_by	users	user_id
reminder_rules	rule_code	UNIQUE	rule_code	NULL	NULL
report_templates	idx_report_templates_code	UNIQUE	template_code	NULL	NULL
report_templates	PRIMARY	PRIMARY KEY	report_template_id	NULL	NULL
report_templates	report_templates_ibfk_1	FOREIGN KEY	created_by	users	user_id
report_templates	report_templates_ibfk_2	FOREIGN KEY	updated_by	users	user_id
report_templates	template_code	UNIQUE	template_code	NULL	NULL
reward_multiplier_campaigns	fk_rmc_lottery_campaign	FOREIGN KEY	lottery_campaign_id	lottery_campaigns	lottery_campaign_id
reward_multiplier_campaigns	PRIMARY	PRIMARY KEY	multiplier_campaign_id	NULL	NULL
reward_multiplier_targets	fk_rmt_campaign	FOREIGN KEY	multiplier_campaign_id	reward_multiplier_campaigns	multiplier_campaign_id
reward_multiplier_targets	PRIMARY	PRIMARY KEY	reward_multiplier_target_id	NULL	NULL
reward_multiplier_targets	uk_rmt_campaign_type_ref	UNIQUE	multiplier_campaign_id	NULL	NULL
reward_multiplier_targets	uk_rmt_campaign_type_ref	UNIQUE	target_type	NULL	NULL
reward_multiplier_targets	uk_rmt_campaign_type_ref	UNIQUE	target_ref	NULL	NULL
risk_alerts	PRIMARY	PRIMARY KEY	risk_alert_id	NULL	NULL
risk_alerts	risk_alerts_ibfk_1	FOREIGN KEY	operator_id	users	user_id
risk_alerts	risk_alerts_ibfk_2	FOREIGN KEY	store_id	stores	store_id
risk_alerts	risk_alerts_ibfk_3	FOREIGN KEY	target_user_id	users	user_id
risk_alerts	risk_alerts_ibfk_4	FOREIGN KEY	reviewed_by	users	user_id
roles	PRIMARY	PRIMARY KEY	role_id	NULL	NULL
roles	role_name	UNIQUE	role_name	NULL	NULL
roles	role_uuid	UNIQUE	role_uuid	NULL	NULL
segment_rule_configs	PRIMARY	PRIMARY KEY	segment_rule_config_id	NULL	NULL
segment_rule_configs	version_key	UNIQUE	version_key	NULL	NULL
sequelizemeta	name	UNIQUE	name	NULL	NULL
sequelizemeta	PRIMARY	PRIMARY KEY	name	NULL	NULL
shipping_tracks	PRIMARY	PRIMARY KEY	shipping_track_id	NULL	NULL
shipping_tracks	shipping_tracks_ibfk_1	FOREIGN KEY	exchange_record_id	exchange_records	exchange_record_id
shipping_tracks	uk_shipping_tracks_dedup	UNIQUE	dedup_key	NULL	NULL
sku_attribute_values	PRIMARY	PRIMARY KEY	id	NULL	NULL
sku_attribute_values	sku_attribute_values_ibfk_1	FOREIGN KEY	sku_id	exchange_item_skus	sku_id
sku_attribute_values	sku_attribute_values_ibfk_2	FOREIGN KEY	attribute_id	attributes	attribute_id
sku_attribute_values	sku_attribute_values_ibfk_3	FOREIGN KEY	option_id	attribute_options	option_id
sku_attribute_values	uk_sku_attribute	UNIQUE	sku_id	NULL	NULL
sku_attribute_values	uk_sku_attribute	UNIQUE	attribute_id	NULL	NULL
store_staff	PRIMARY	PRIMARY KEY	store_staff_id	NULL	NULL
store_staff	store_staff_ibfk_1	FOREIGN KEY	user_id	users	user_id
store_staff	store_staff_ibfk_2	FOREIGN KEY	store_id	stores	store_id
store_staff	store_staff_ibfk_3	FOREIGN KEY	operator_id	users	user_id
store_staff	uk_store_staff_user_store_seq	UNIQUE	user_id	NULL	NULL
store_staff	uk_store_staff_user_store_seq	UNIQUE	store_id	NULL	NULL
store_staff	uk_store_staff_user_store_seq	UNIQUE	sequence_no	NULL	NULL
stores	fk_store_assigned_to	FOREIGN KEY	assigned_to	users	user_id
stores	PRIMARY	PRIMARY KEY	store_id	NULL	NULL
stores	store_code	UNIQUE	store_code	NULL	NULL
stores	stores_ibfk_1	FOREIGN KEY	merchant_id	merchants	merchant_id
stores	uk_store_code	UNIQUE	store_code	NULL	NULL
suppliers	PRIMARY	PRIMARY KEY	supplier_id	NULL	NULL
suppliers	uk_suppliers_name	UNIQUE	supplier_name	NULL	NULL
system_dictionaries	PRIMARY	PRIMARY KEY	system_dictionary_id	NULL	NULL
system_dictionaries	uk_type_code	UNIQUE	dict_type	NULL	NULL
system_dictionaries	uk_type_code	UNIQUE	dict_code	NULL	NULL
system_dictionary_history	fk_dict_history_dict	FOREIGN KEY	system_dictionary_id	system_dictionaries	system_dictionary_id
system_dictionary_history	PRIMARY	PRIMARY KEY	system_dictionary_history_id	NULL	NULL
system_settings	idx_setting_key	UNIQUE	setting_key	NULL	NULL
system_settings	PRIMARY	PRIMARY KEY	system_setting_id	NULL	NULL
system_settings	setting_key	UNIQUE	setting_key	NULL	NULL
trade_disputes	fk_trade_disputes_user_id	FOREIGN KEY	user_id	users	user_id
trade_disputes	PRIMARY	PRIMARY KEY	trade_dispute_id	NULL	NULL
user_ad_tags	PRIMARY	PRIMARY KEY	user_ad_tag_id	NULL	NULL
user_ad_tags	uk_uat_user_tag	UNIQUE	user_id	NULL	NULL
user_ad_tags	uk_uat_user_tag	UNIQUE	tag_key	NULL	NULL
user_ad_tags	user_ad_tags_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_addresses	PRIMARY	PRIMARY KEY	address_id	NULL	NULL
user_addresses	user_addresses_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_behavior_tracks	PRIMARY	PRIMARY KEY	user_behavior_track_id	NULL	NULL
user_behavior_tracks	user_behavior_tracks_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_growth_levels	PRIMARY	PRIMARY KEY	user_growth_level_id	NULL	NULL
user_growth_levels	uk_user_growth_levels_level_key	UNIQUE	level_key	NULL	NULL
user_hierarchy	fk_user_hierarchy_deactivator	FOREIGN KEY	deactivated_by	users	user_id
user_hierarchy	fk_user_hierarchy_role	FOREIGN KEY	role_id	roles	role_id
user_hierarchy	fk_user_hierarchy_store	FOREIGN KEY	store_id	stores	store_id
user_hierarchy	fk_user_hierarchy_superior	FOREIGN KEY	superior_user_id	users	user_id
user_hierarchy	fk_user_hierarchy_user	FOREIGN KEY	user_id	users	user_id
user_hierarchy	PRIMARY	PRIMARY KEY	user_hierarchy_id	NULL	NULL
user_hierarchy	uk_user_role	UNIQUE	user_id	NULL	NULL
user_hierarchy	uk_user_role	UNIQUE	role_id	NULL	NULL
user_notifications	PRIMARY	PRIMARY KEY	notification_id	NULL	NULL
user_owned_decorations	PRIMARY	PRIMARY KEY	user_owned_decoration_id	NULL	NULL
user_owned_decorations	uk_user_owned_deco_user_sku	UNIQUE	user_id	NULL	NULL
user_owned_decorations	uk_user_owned_deco_user_sku	UNIQUE	decoration_sku_id	NULL	NULL
user_owned_decorations	user_owned_decorations_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_owned_decorations	user_owned_decorations_ibfk_2	FOREIGN KEY	decoration_sku_id	decoration_sku	decoration_sku_id
user_premium_status	fk_ups_user_id	FOREIGN KEY	user_id	users	user_id
user_premium_status	idx_user_id	UNIQUE	user_id	NULL	NULL
user_premium_status	PRIMARY	PRIMARY KEY	user_premium_status_id	NULL	NULL
user_ratio_overrides	PRIMARY	PRIMARY KEY	user_ratio_override_id	NULL	NULL
user_ratio_overrides	uk_user_ratio	UNIQUE	user_id	NULL	NULL
user_ratio_overrides	uk_user_ratio	UNIQUE	ratio_key	NULL	NULL
user_ratio_overrides	user_ratio_overrides_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_ratio_overrides	user_ratio_overrides_ibfk_2	FOREIGN KEY	created_by	users	user_id
user_risk_profiles	PRIMARY	PRIMARY KEY	user_risk_profile_id	NULL	NULL
user_risk_profiles	uk_user_risk_profiles_user_config	UNIQUE	user_id	NULL	NULL
user_risk_profiles	uk_user_risk_profiles_user_config	UNIQUE	config_type	NULL	NULL
user_risk_profiles	user_risk_profiles_ibfk_1	FOREIGN KEY	user_id	users	user_id
user_risk_profiles	user_risk_profiles_ibfk_2	FOREIGN KEY	frozen_by	users	user_id
user_roles	fk_user_roles_role_id	FOREIGN KEY	role_id	roles	role_id
user_roles	fk_user_roles_user_id	FOREIGN KEY	user_id	users	user_id
user_roles	PRIMARY	PRIMARY KEY	user_role_id	NULL	NULL
user_roles	user_role_unique	UNIQUE	user_id	NULL	NULL
user_roles	user_role_unique	UNIQUE	role_id	NULL	NULL
users	idx_users_user_uuid_unique	UNIQUE	user_uuid	NULL	NULL
users	idx_users_wx_openid	UNIQUE	wx_openid	NULL	NULL
users	PRIMARY	PRIMARY KEY	user_id	NULL	NULL
users	uk_users_mobile_hash	UNIQUE	mobile_hash	NULL	NULL
websocket_startup_logs	PRIMARY	PRIMARY KEY	websocket_startup_log_id	NULL	NULL
